mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.44249978065490725,0.03245146073210756,0.05354795455932617,0.002972583567226689,200,3,2,15,"{'n_estimators': 200, 'min_samples_leaf': 3, 'max_features': 2, 'max_depth': 15}",0.7977433400256679,0.7789657622394012,0.6740920474748291,0.8055429701618341,0.7265617976283021,0.7565811835060068,0.04959489921069713,5
0.36174988746643066,0.015277095880661087,0.051677703857421875,0.0036226020725597706,200,1,1,10,"{'n_estimators': 200, 'min_samples_leaf': 1, 'max_features': 1, 'max_depth': 10}",0.7949331762062304,0.7982149279276307,0.6593431053681378,0.8164487897018823,0.7065847298747936,0.755104945815735,0.06120844241985089,6
0.20880846977233886,0.008182531222039206,0.029819583892822264,0.0029016276916790052,100,2,1,15,"{'n_estimators': 100, 'min_samples_leaf': 2, 'max_features': 1, 'max_depth': 15}",0.7988422335028035,0.7734013987377409,0.6624763695704332,0.8076609458667605,0.6975137045666995,0.7479789304488874,0.05771091299902564,7
0.27995939254760743,0.02346672870535571,0.03399472236633301,0.001953125741565459,100,1,2,15,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': 2, 'max_depth': 15}",0.8218193382330192,0.8072396150716821,0.6556405159658413,0.8300793258041013,0.7363890159537558,0.7702335622056798,0.06616505907995053,2
0.18339962959289552,0.03681997865502625,0.026750898361206053,0.003519235546405293,100,3,1,10,"{'n_estimators': 100, 'min_samples_leaf': 3, 'max_features': 1, 'max_depth': 10}",0.783976225883459,0.7618767346828773,0.642841697780717,0.7756989187454797,0.6934388503297917,0.731566485484465,0.05466071400239985,9
0.5618626117706299,0.03520108454455455,0.07180533409118653,0.015633313041512876,200,1,2,15,"{'n_estimators': 200, 'min_samples_leaf': 1, 'max_features': 2, 'max_depth': 15}",0.8142576092083498,0.8108348440332119,0.6610074517380911,0.8334069311494913,0.7394506708489293,0.7717915013956147,0.0639425509028294,1
0.3936102867126465,0.008366349836436112,0.05369977951049805,0.005100452096603219,200,2,2,10,"{'n_estimators': 200, 'min_samples_leaf': 2, 'max_features': 2, 'max_depth': 10}",0.8002748706559302,0.7886426246587432,0.6613418807918876,0.8126581041497112,0.7272112654982276,0.7580257491508998,0.056576281868234074,3
0.19525523185729982,0.014146809328657623,0.028304290771484376,0.002870842855529477,100,1,1,10,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': 1, 'max_depth': 10}",0.7956844830489784,0.8004237790734829,0.658842540671366,0.8200237471473184,0.710198088357636,0.7570345276597564,0.06193449170973169,4
0.17944021224975587,0.010221925749569214,0.025763559341430663,0.0010566739657257597,100,2,2,7,"{'n_estimators': 100, 'min_samples_leaf': 2, 'max_features': 2, 'max_depth': 7}",0.7913609917978109,0.7600002483754473,0.6359647254937156,0.7921802973677292,0.7038351529228868,0.7366682831915179,0.059726840981535856,8
0.3455077648162842,0.016011325553032862,0.05373539924621582,0.007156785155116646,200,3,1,10,"{'n_estimators': 200, 'min_samples_leaf': 3, 'max_features': 1, 'max_depth': 10}",0.7803546774073508,0.758479732672425,0.6438563616818798,0.7746525150806098,0.6909082434375184,0.7296503060559567,0.053458051287839085,10
